city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,month,year,day,is_night,high_risk
Chennai,Tamil Nadu,12.948346,80.231396,2024-02-16,14:00,14,Friday,0,urban,2,0,clear,high,40,high,poor road,minor,4,0,0,No Festival,2,2024,16,0,0
Kolkata,West Bengal,22.430246,88.253454,2024-02-14,3:00,3,Wednesday,0,urban,6,0,rain,low,40,low,distraction,fatal,3,3,0,No Festival,2,2024,14,1,1
Mumbai,Maharashtra,19.272559,72.887806,2025-01-15,0:00,0,Wednesday,0,highway,2,1,clear,high,25,low,overspeeding,minor,2,2,0,No Festival,1,2025,15,1,0
Hyderabad,Telangana,17.456162,78.457648,2024-02-21,10:00,10,Wednesday,0,urban,5,1,clear,high,33,high,distraction,major,5,1,1,No Festival,2,2024,21,0,1
Mumbai,Maharashtra,18.963941,72.784591,2022-12-10,0:00,0,Saturday,1,highway,6,0,rain,medium,16,low,poor road,fatal,3,3,0,No Festival,12,2022,10,1,1
Mumbai,Maharashtra,19.032875,72.924544,2024-04-23,16:00,16,Tuesday,0,rural,2,0,fog,low,34,low,poor road,major,4,0,0,No Festival,4,2024,23,0,1
Chandigarh,Punjab,30.61211,76.89413,2022-06-04,6:00,6,Saturday,1,highway,5,0,fog,low,33,medium,drunk driving,minor,2,0,0,No Festival,6,2022,4,0,0
Chennai,Tamil Nadu,12.864064,80.143779,2025-01-10,14:00,14,Friday,0,urban,1,0,fog,low,22,medium,poor road,fatal,4,4,0,No Festival,1,2025,10,0,1
Chandigarh,Punjab,30.627233,76.7075,2024-10-30,1:00,1,Wednesday,0,urban,5,1,fog,low,24,low,drunk driving,minor,1,0,0,No Festival,10,2024,30,1,0
Kolkata,West Bengal,22.46101,88.388712,2024-06-16,4:00,4,Sunday,1,rural,2,1,rain,low,22,low,overspeeding,major,4,3,0,No Festival,6,2024,16,1,1
Chandigarh,Punjab,30.767946,76.859833,2023-05-22,2:00,2,Monday,0,rural,3,1,clear,high,30,low,overspeeding,major,4,0,0,No Festival,5,2023,22,1,1
Chandigarh,Punjab,30.706827,76.877347,2025-01-13,4:00,4,Monday,0,urban,6,0,clear,high,39,low,drunk driving,major,1,0,0,No Festival,1,2025,13,1,1
Chandigarh,Punjab,30.732427,76.769346,2022-01-02,0:00,0,Sunday,1,rural,3,1,clear,high,40,low,drunk driving,fatal,4,4,0,No Festival,1,2022,2,1,1
Hyderabad,Telangana,17.284166,78.466785,2022-03-26,23:00,23,Saturday,1,highway,2,0,clear,high,23,high,weather,fatal,1,1,0,No Festival,3,2022,26,1,1
Chandigarh,Punjab,30.68478,76.877663,2024-06-28,7:00,7,Friday,0,rural,6,1,rain,medium,28,medium,drunk driving,fatal,2,2,0,No Festival,6,2024,28,0,1
Delhi,Delhi,28.585008,76.819441,2022-10-15,22:00,22,Saturday,1,urban,6,1,fog,low,15,medium,distraction,major,4,3,0,No Festival,10,2022,15,1,1
Pune,Maharashtra,18.63555,73.735289,2022-12-27,1:00,1,Tuesday,0,highway,6,1,rain,medium,18,low,overspeeding,fatal,4,4,0,No Festival,12,2022,27,1,1
Hyderabad,Telangana,17.487027,78.391675,2022-03-09,14:00,14,Wednesday,0,highway,5,0,fog,low,21,medium,poor road,minor,5,1,0,No Festival,3,2022,9,0,0
Kolkata,West Bengal,22.684922,88.218108,2023-08-27,3:00,3,Sunday,1,rural,1,1,fog,low,16,low,weather,minor,1,0,0,No Festival,8,2023,27,1,0
Bangalore,Karnataka,12.890276,77.69833,2022-08-21,8:00,8,Sunday,1,urban,2,0,fog,low,40,high,distraction,minor,2,1,1,No Festival,8,2022,21,0,0
Chandigarh,Punjab,30.696644,76.8319,2022-06-07,10:00,10,Tuesday,0,urban,5,0,rain,low,17,high,drunk driving,major,2,2,1,No Festival,6,2022,7,0,1
Kolkata,West Bengal,22.614689,88.443959,2024-08-17,7:00,7,Saturday,1,highway,6,0,fog,low,24,high,distraction,major,2,0,0,No Festival,8,2024,17,0,1
Chennai,Tamil Nadu,12.844141,80.188055,2024-02-02,1:00,1,Friday,0,rural,4,1,rain,medium,37,low,distraction,major,2,2,0,No Festival,2,2024,2,1,1
Hyderabad,Telangana,17.267088,78.504065,2022-08-07,4:00,4,Sunday,1,rural,2,1,clear,high,37,low,weather,minor,3,3,0,No Festival,8,2022,7,1,0
Delhi,Delhi,28.703733,77.083548,2024-06-22,6:00,6,Saturday,1,urban,5,0,clear,high,20,medium,distraction,major,2,1,0,No Festival,6,2024,22,0,1
Chandigarh,Punjab,30.788928,76.756461,2023-07-14,23:00,23,Friday,0,urban,5,1,clear,high,21,low,weather,minor,3,3,0,No Festival,7,2023,14,1,0
Hyderabad,Telangana,17.359658,78.346398,2022-07-04,11:00,11,Monday,0,urban,4,1,fog,low,36,high,poor road,minor,1,1,0,No Festival,7,2022,4,0,0
Kolkata,West Bengal,22.514579,88.252914,2024-05-31,11:00,11,Friday,0,highway,4,0,fog,low,23,low,overspeeding,fatal,3,3,0,No Festival,5,2024,31,0,1
Hyderabad,Telangana,17.446206,78.359153,2022-08-28,7:00,7,Sunday,1,urban,4,1,fog,low,36,medium,weather,major,5,4,0,No Festival,8,2022,28,0,1
Chandigarh,Punjab,30.74412,76.816785,2023-03-21,15:00,15,Tuesday,0,highway,4,0,fog,low,20,medium,distraction,major,5,1,0,No Festival,3,2023,21,0,1
Pune,Maharashtra,18.640716,73.709495,2024-01-16,16:00,16,Tuesday,0,rural,1,1,fog,low,25,high,distraction,major,4,1,0,No Festival,1,2024,16,0,1
Chandigarh,Punjab,30.683173,76.729081,2022-11-22,7:00,7,Tuesday,0,highway,3,0,rain,low,16,medium,drunk driving,minor,1,1,0,No Festival,11,2022,22,0,0
Mumbai,Maharashtra,18.943542,72.765957,2023-10-02,1:00,1,Monday,0,rural,6,1,rain,medium,29,low,drunk driving,major,2,1,0,No Festival,10,2023,2,1,1
Hyderabad,Telangana,17.431268,78.391081,2023-08-18,4:00,4,Friday,0,rural,5,0,fog,low,29,low,distraction,major,4,2,0,No Festival,8,2023,18,1,1
Hyderabad,Telangana,17.522448,78.327312,2023-04-26,14:00,14,Wednesday,0,highway,1,1,fog,low,37,low,poor road,major,3,0,0,No Festival,4,2023,26,0,1
Chandigarh,Punjab,30.663843,76.785348,2023-02-10,11:00,11,Friday,0,rural,6,1,rain,low,22,low,overspeeding,minor,3,1,0,No Festival,2,2023,10,0,0
Delhi,Delhi,28.781646,76.949274,2025-03-23,10:00,10,Sunday,1,highway,1,1,clear,high,36,high,distraction,minor,4,3,1,No Festival,3,2025,23,0,0
Kolkata,West Bengal,22.61092,88.251729,2025-02-05,22:00,22,Wednesday,0,highway,5,1,fog,low,17,high,drunk driving,minor,4,1,0,No Festival,2,2025,5,1,0
Chennai,Tamil Nadu,13.165116,80.162989,2024-09-02,15:00,15,Monday,0,rural,1,0,fog,low,34,low,drunk driving,fatal,2,2,0,No Festival,9,2024,2,0,1
Mumbai,Maharashtra,19.076912,72.947582,2023-12-20,1:00,1,Wednesday,0,rural,3,0,fog,low,37,low,drunk driving,minor,2,1,0,No Festival,12,2023,20,1,0
Pune,Maharashtra,18.609065,73.729964,2022-05-10,1:00,1,Tuesday,0,highway,6,1,rain,low,33,low,distraction,minor,1,1,0,No Festival,5,2022,10,1,0
Chennai,Tamil Nadu,12.904797,80.254944,2024-08-22,8:00,8,Thursday,0,highway,3,1,clear,high,37,high,drunk driving,minor,5,0,1,No Festival,8,2024,22,0,0
Pune,Maharashtra,18.646435,73.711886,2022-11-09,20:00,20,Wednesday,0,urban,6,1,fog,low,37,high,overspeeding,minor,3,0,0,No Festival,11,2022,9,1,0
Chandigarh,Punjab,30.71723,76.744725,2024-08-28,16:00,16,Wednesday,0,rural,4,1,clear,high,26,medium,overspeeding,minor,2,0,0,No Festival,8,2024,28,0,0
Chennai,Tamil Nadu,12.987825,80.124032,2023-05-18,1:00,1,Thursday,0,urban,4,0,rain,low,39,low,weather,major,3,3,0,No Festival,5,2023,18,1,1
Pune,Maharashtra,18.645989,73.8413,2024-07-01,16:00,16,Monday,0,rural,5,0,rain,low,19,low,poor road,major,3,1,0,No Festival,7,2024,1,0,1
Bangalore,Karnataka,12.890989,77.443506,2023-06-28,5:00,5,Wednesday,0,urban,1,1,rain,medium,34,low,overspeeding,minor,4,0,0,No Festival,6,2023,28,1,0
Chandigarh,Punjab,30.681101,76.763894,2023-04-23,20:00,20,Sunday,1,urban,6,0,clear,high,21,high,overspeeding,minor,4,2,0,No Festival,4,2023,23,1,0
Chandigarh,Punjab,30.71006,76.775592,2022-07-22,8:00,8,Friday,0,urban,1,1,clear,high,29,medium,poor road,major,3,1,1,No Festival,7,2022,22,0,1
Mumbai,Maharashtra,19.274016,72.768801,2022-06-29,23:00,23,Wednesday,0,urban,1,0,rain,medium,36,high,distraction,minor,5,1,0,No Festival,6,2022,29,1,0
Chandigarh,Punjab,30.662227,76.833007,2024-08-07,14:00,14,Wednesday,0,urban,2,0,fog,low,38,medium,weather,major,3,2,0,No Festival,8,2024,7,0,1
Bangalore,Karnataka,12.852779,77.597372,2022-06-06,14:00,14,Monday,0,rural,6,0,rain,medium,16,low,overspeeding,minor,4,4,0,No Festival,6,2022,6,0,0
Delhi,Delhi,28.653833,76.840888,2023-09-19,13:00,13,Tuesday,0,urban,6,0,rain,medium,23,medium,poor road,minor,1,0,0,No Festival,9,2023,19,0,0
Kolkata,West Bengal,22.42237,88.408068,2022-05-04,13:00,13,Wednesday,0,urban,5,1,rain,medium,22,low,distraction,minor,1,1,0,No Festival,5,2022,4,0,0
Pune,Maharashtra,18.567735,73.833141,2022-09-23,20:00,20,Friday,0,rural,4,1,rain,low,24,low,overspeeding,major,1,1,0,No Festival,9,2022,23,1,1
Mumbai,Maharashtra,19.270859,72.711876,2025-03-07,4:00,4,Friday,0,urban,4,1,fog,low,33,low,distraction,minor,2,1,0,No Festival,3,2025,7,1,0
Bangalore,Karnataka,13.034208,77.520438,2024-01-25,21:00,21,Thursday,0,highway,3,1,fog,low,39,medium,weather,major,3,2,0,No Festival,1,2024,25,1,1
Bangalore,Karnataka,12.944026,77.418823,2023-04-05,13:00,13,Wednesday,0,highway,6,0,rain,low,19,medium,distraction,major,3,1,0,No Festival,4,2023,5,0,1
Bangalore,Karnataka,13.11136,77.563966,2022-07-16,10:00,10,Saturday,1,urban,1,1,rain,low,25,high,poor road,major,3,2,1,No Festival,7,2022,16,0,1
Mumbai,Maharashtra,19.254438,72.798585,2024-10-15,3:00,3,Tuesday,0,urban,6,0,rain,low,38,low,overspeeding,major,3,1,0,No Festival,10,2024,15,1,1
Kolkata,West Bengal,22.481887,88.359367,2022-07-11,15:00,15,Monday,0,rural,6,1,fog,low,32,low,poor road,major,1,1,0,No Festival,7,2022,11,0,1
Chandigarh,Punjab,30.718701,76.795983,2022-09-11,6:00,6,Sunday,1,urban,2,1,clear,high,30,medium,drunk driving,minor,4,4,0,No Festival,9,2022,11,0,0
Hyderabad,Telangana,17.308984,78.554004,2022-04-17,22:00,22,Sunday,1,urban,6,1,fog,low,32,medium,drunk driving,minor,2,2,0,No Festival,4,2022,17,1,0
Hyderabad,Telangana,17.221255,78.327104,2022-03-27,17:00,17,Sunday,1,urban,5,0,clear,high,33,medium,weather,major,5,3,1,No Festival,3,2022,27,0,1
Kolkata,West Bengal,22.57082,88.444098,2024-12-07,22:00,22,Saturday,1,urban,3,0,rain,low,32,high,overspeeding,minor,2,2,0,No Festival,12,2024,7,1,0
Chennai,Tamil Nadu,12.956672,80.252997,2023-03-05,22:00,22,Sunday,1,urban,3,1,clear,high,21,medium,poor road,minor,4,1,0,No Festival,3,2023,5,1,0
Kolkata,West Bengal,22.666585,88.46335,2022-11-21,5:00,5,Monday,0,highway,5,1,fog,low,39,low,weather,major,3,2,0,No Festival,11,2022,21,1,1
Mumbai,Maharashtra,19.063486,72.784623,2023-09-03,6:00,6,Sunday,1,highway,1,0,rain,medium,22,low,distraction,fatal,3,3,0,No Festival,9,2023,3,0,1
Pune,Maharashtra,18.510248,73.740252,2024-03-13,9:00,9,Wednesday,0,highway,6,1,fog,low,19,medium,distraction,minor,2,0,1,No Festival,3,2024,13,0,0
Pune,Maharashtra,18.426744,73.766199,2024-11-14,1:00,1,Thursday,0,highway,6,0,fog,low,37,medium,drunk driving,minor,3,2,0,No Festival,11,2024,14,1,0
Chennai,Tamil Nadu,13.140114,80.294483,2023-05-06,2:00,2,Saturday,1,rural,6,1,clear,high,35,low,drunk driving,minor,2,1,0,No Festival,5,2023,6,1,0
Hyderabad,Telangana,17.288519,78.541259,2023-08-17,23:00,23,Thursday,0,rural,6,0,rain,medium,35,medium,weather,minor,5,2,0,No Festival,8,2023,17,1,0
Chennai,Tamil Nadu,13.150922,80.282123,2023-06-27,22:00,22,Tuesday,0,rural,2,0,rain,low,23,high,drunk driving,major,2,0,0,No Festival,6,2023,27,1,1
Kolkata,West Bengal,22.652502,88.306697,2024-01-16,3:00,3,Tuesday,0,rural,2,1,clear,high,35,low,poor road,major,1,1,0,No Festival,1,2024,16,1,1
Bangalore,Karnataka,13.055809,77.606913,2024-03-29,16:00,16,Friday,0,urban,5,0,clear,high,35,medium,drunk driving,major,4,0,0,No Festival,3,2024,29,0,1
Delhi,Delhi,28.788745,76.922828,2025-03-05,4:00,4,Wednesday,0,highway,3,0,clear,high,34,low,distraction,minor,2,0,0,No Festival,3,2025,5,1,0
Bangalore,Karnataka,13.091983,77.713195,2023-04-12,16:00,16,Wednesday,0,highway,5,0,rain,low,17,low,weather,minor,5,5,0,No Festival,4,2023,12,0,0
Pune,Maharashtra,18.554231,73.902148,2024-06-27,15:00,15,Thursday,0,rural,6,1,fog,low,20,low,distraction,minor,4,1,0,No Festival,6,2024,27,0,0
Chandigarh,Punjab,30.660112,76.884854,2024-11-12,19:00,19,Tuesday,0,rural,6,0,fog,low,30,high,distraction,minor,3,0,1,No Festival,11,2024,12,0,0
Bangalore,Karnataka,13.097794,77.577795,2022-09-12,21:00,21,Monday,0,highway,6,1,clear,high,32,low,poor road,fatal,3,3,0,No Festival,9,2022,12,1,1
Chennai,Tamil Nadu,12.906555,80.141124,2024-09-01,1:00,1,Sunday,1,rural,1,0,fog,low,38,high,weather,major,4,1,0,No Festival,9,2024,1,1,1
Chennai,Tamil Nadu,12.997541,80.234468,2024-07-27,10:00,10,Saturday,1,rural,6,0,fog,low,21,high,poor road,major,2,1,1,No Festival,7,2024,27,0,1
Chennai,Tamil Nadu,12.917935,80.266571,2022-04-21,12:00,12,Thursday,0,urban,1,1,rain,medium,27,low,weather,major,3,1,0,No Festival,4,2022,21,0,1
Bangalore,Karnataka,13.056762,77.491461,2024-01-04,21:00,21,Thursday,0,rural,6,0,fog,low,30,low,poor road,major,1,1,0,No Festival,1,2024,4,1,1
Hyderabad,Telangana,17.371275,78.306735,2023-06-04,20:00,20,Sunday,1,rural,4,1,rain,low,20,high,overspeeding,minor,4,1,0,No Festival,6,2023,4,1,0
Hyderabad,Telangana,17.33632,78.495993,2023-11-21,4:00,4,Tuesday,0,rural,3,0,fog,low,27,high,poor road,fatal,3,3,0,No Festival,11,2023,21,1,1
Chandigarh,Punjab,30.775416,76.863202,2022-08-29,5:00,5,Monday,0,rural,6,0,clear,high,27,medium,distraction,major,4,0,0,No Festival,8,2022,29,1,1
Pune,Maharashtra,18.606586,73.757466,2024-07-01,6:00,6,Monday,0,urban,4,1,clear,high,23,medium,drunk driving,minor,5,4,0,No Festival,7,2024,1,0,0
Chennai,Tamil Nadu,13.072522,80.244514,2024-12-27,1:00,1,Friday,0,rural,4,1,rain,medium,34,low,poor road,minor,3,3,0,No Festival,12,2024,27,1,0
Delhi,Delhi,28.722797,77.210595,2024-01-22,16:00,16,Monday,0,rural,6,1,clear,high,16,high,distraction,fatal,5,5,0,No Festival,1,2024,22,0,1
Bangalore,Karnataka,13.00604,77.717864,2025-01-31,1:00,1,Friday,0,rural,6,0,fog,low,32,low,poor road,fatal,1,1,0,No Festival,1,2025,31,1,1
Hyderabad,Telangana,17.290146,78.596056,2023-03-16,15:00,15,Thursday,0,highway,4,1,rain,low,40,low,weather,major,3,1,0,No Festival,3,2023,16,0,1
Mumbai,Maharashtra,18.911728,72.729027,2024-02-12,6:00,6,Monday,0,highway,6,0,fog,low,18,high,weather,major,4,4,0,No Festival,2,2024,12,0,1
Hyderabad,Telangana,17.333965,78.396699,2023-05-10,17:00,17,Wednesday,0,highway,3,0,fog,low,15,high,poor road,minor,4,2,1,No Festival,5,2023,10,0,0
Kolkata,West Bengal,22.662295,88.45418,2023-10-20,10:00,10,Friday,0,rural,1,1,clear,high,38,high,overspeeding,minor,5,2,1,No Festival,10,2023,20,0,0
Mumbai,Maharashtra,18.924778,72.966205,2023-02-03,8:00,8,Friday,0,rural,4,1,fog,low,19,high,overspeeding,major,2,2,1,No Festival,2,2023,3,0,1
Bangalore,Karnataka,12.912287,77.779228,2022-06-27,11:00,11,Monday,0,urban,1,1,fog,low,30,high,overspeeding,major,3,2,0,No Festival,6,2022,27,0,1
Hyderabad,Telangana,17.236065,78.306941,2024-06-19,6:00,6,Wednesday,0,rural,3,1,fog,low,23,medium,weather,fatal,1,1,0,No Festival,6,2024,19,0,1
Kolkata,West Bengal,22.459466,88.404622,2023-07-27,1:00,1,Thursday,0,rural,4,0,clear,high,15,low,poor road,fatal,4,4,0,No Festival,7,2023,27,1,1
Kolkata,West Bengal,22.587226,88.226496,2023-01-15,19:00,19,Sunday,1,highway,2,0,rain,low,34,medium,overspeeding,major,5,0,1,No Festival,1,2023,15,0,1
Delhi,Delhi,28.436667,76.945849,2025-03-23,1:00,1,Sunday,1,rural,1,1,clear,high,15,medium,drunk driving,fatal,3,3,0,No Festival,3,2025,23,1,1
Chandigarh,Punjab,30.75933,76.794818,2022-05-26,14:00,14,Thursday,0,rural,3,0,clear,high,22,medium,weather,minor,3,1,0,No Festival,5,2022,26,0,0
Chennai,Tamil Nadu,12.869027,80.170917,2022-11-09,0:00,0,Wednesday,0,highway,5,0,clear,high,30,medium,distraction,minor,1,1,0,No Festival,11,2022,9,1,0
Pune,Maharashtra,18.57106,73.746279,2022-06-28,19:00,19,Tuesday,0,urban,1,0,fog,low,28,high,weather,minor,1,0,1,No Festival,6,2022,28,0,0
Chennai,Tamil Nadu,13.144258,80.115096,2023-06-06,0:00,0,Tuesday,0,rural,4,0,rain,medium,21,low,poor road,minor,1,1,0,No Festival,6,2023,6,1,0
Delhi,Delhi,28.516095,76.887995,2024-06-14,2:00,2,Friday,0,urban,6,0,clear,high,28,low,overspeeding,major,5,0,0,No Festival,6,2024,14,1,1
Kolkata,West Bengal,22.512722,88.413271,2022-05-20,21:00,21,Friday,0,rural,5,0,fog,low,38,medium,distraction,minor,2,0,0,No Festival,5,2022,20,1,0
Bangalore,Karnataka,12.94066,77.794878,2023-09-05,15:00,15,Tuesday,0,urban,5,0,fog,low,37,low,overspeeding,minor,1,0,0,No Festival,9,2023,5,0,0
Chandigarh,Punjab,30.742669,76.855245,2024-07-16,1:00,1,Tuesday,0,rural,4,1,rain,low,39,medium,weather,major,4,0,0,No Festival,7,2024,16,1,1
Pune,Maharashtra,18.528029,73.973901,2024-12-19,4:00,4,Thursday,0,highway,4,1,clear,high,19,high,overspeeding,major,2,1,0,No Festival,12,2024,19,1,1
Pune,Maharashtra,18.435201,73.724089,2023-11-16,12:00,12,Thursday,0,urban,5,1,clear,high,38,medium,distraction,major,2,1,0,No Festival,11,2023,16,0,1
Mumbai,Maharashtra,19.297329,72.961176,2024-12-03,11:00,11,Tuesday,0,rural,6,0,clear,high,38,high,poor road,major,1,1,0,No Festival,12,2024,3,0,1
Delhi,Delhi,28.531331,77.279245,2023-02-22,3:00,3,Wednesday,0,urban,4,1,rain,medium,15,low,drunk driving,minor,2,1,0,No Festival,2,2023,22,1,0
Kolkata,West Bengal,22.462233,88.240621,2023-11-25,5:00,5,Saturday,1,urban,6,0,fog,low,39,low,poor road,minor,3,2,0,No Festival,11,2023,25,1,0
Hyderabad,Telangana,17.247064,78.272216,2022-05-19,21:00,21,Thursday,0,rural,2,1,fog,low,40,high,overspeeding,major,1,1,0,No Festival,5,2022,19,1,1
Chandigarh,Punjab,30.764567,76.739495,2024-05-29,20:00,20,Wednesday,0,rural,3,1,rain,low,32,medium,overspeeding,fatal,4,4,0,No Festival,5,2024,29,1,1
Pune,Maharashtra,18.403559,73.745368,2023-04-07,6:00,6,Friday,0,urban,2,0,clear,high,22,high,drunk driving,fatal,5,5,0,No Festival,4,2023,7,0,1
Kolkata,West Bengal,22.527019,88.410585,2023-08-06,17:00,17,Sunday,1,rural,4,0,clear,high,28,high,drunk driving,major,2,1,1,No Festival,8,2023,6,0,1
Hyderabad,Telangana,17.525655,78.53635,2022-06-23,21:00,21,Thursday,0,rural,1,1,fog,low,19,high,overspeeding,minor,4,4,0,No Festival,6,2022,23,1,0
Kolkata,West Bengal,22.634417,88.47518,2023-09-14,11:00,11,Thursday,0,urban,1,1,fog,low,28,low,distraction,major,3,2,0,No Festival,9,2023,14,0,1
Chandigarh,Punjab,30.627647,76.765101,2023-03-17,21:00,21,Friday,0,rural,2,1,fog,low,38,medium,overspeeding,fatal,1,1,0,No Festival,3,2023,17,1,1
Kolkata,West Bengal,22.59886,88.327017,2025-02-21,11:00,11,Friday,0,urban,5,1,clear,high,25,low,weather,minor,3,2,0,No Festival,2,2025,21,0,0
Mumbai,Maharashtra,18.849578,72.870367,2022-08-12,17:00,17,Friday,0,highway,3,1,fog,low,19,medium,drunk driving,minor,3,3,1,No Festival,8,2022,12,0,0
Chandigarh,Punjab,30.731355,76.731308,2024-04-10,21:00,21,Wednesday,0,highway,6,0,rain,low,40,medium,distraction,minor,1,0,0,Eid,4,2024,10,1,0
Chennai,Tamil Nadu,13.160576,80.10095,2025-01-25,19:00,19,Saturday,1,urban,6,0,clear,high,37,high,weather,major,1,1,1,No Festival,1,2025,25,0,1
Chennai,Tamil Nadu,13.125641,80.270732,2024-11-15,6:00,6,Friday,0,highway,3,0,fog,low,28,medium,distraction,major,4,3,0,No Festival,11,2024,15,0,1
Chandigarh,Punjab,30.759297,76.769453,2022-08-28,3:00,3,Sunday,1,highway,4,0,fog,low,19,low,overspeeding,fatal,3,3,0,No Festival,8,2022,28,1,1
Chandigarh,Punjab,30.753063,76.865124,2024-01-26,20:00,20,Friday,0,highway,5,0,rain,low,19,low,poor road,minor,5,0,0,No Festival,1,2024,26,1,0
Kolkata,West Bengal,22.600604,88.493144,2022-11-06,15:00,15,Sunday,1,highway,5,0,clear,high,20,high,poor road,minor,4,2,0,No Festival,11,2022,6,0,0
Chandigarh,Punjab,30.698188,76.826923,2022-03-26,10:00,10,Saturday,1,highway,2,0,fog,low,28,medium,distraction,major,1,0,1,No Festival,3,2022,26,0,1
Chennai,Tamil Nadu,12.900436,80.256927,2023-08-14,12:00,12,Monday,0,rural,2,1,fog,low,29,medium,drunk driving,minor,5,2,0,No Festival,8,2023,14,0,0
Bangalore,Karnataka,12.973737,77.609044,2023-06-10,16:00,16,Saturday,1,highway,6,0,fog,low,38,medium,overspeeding,minor,3,0,0,No Festival,6,2023,10,0,0
Bangalore,Karnataka,12.990476,77.552686,2022-04-02,13:00,13,Saturday,1,highway,2,0,fog,low,39,medium,weather,minor,5,5,0,No Festival,4,2022,2,0,0
Kolkata,West Bengal,22.457501,88.440307,2022-10-08,23:00,23,Saturday,1,highway,2,1,fog,low,15,low,drunk driving,fatal,4,4,0,No Festival,10,2022,8,1,1
Chennai,Tamil Nadu,12.858275,80.142778,2023-03-22,11:00,11,Wednesday,0,rural,3,1,clear,high,20,high,distraction,fatal,2,2,0,No Festival,3,2023,22,0,1
Kolkata,West Bengal,22.541747,88.419612,2022-08-15,2:00,2,Monday,0,urban,4,0,fog,low,40,high,drunk driving,minor,1,0,0,No Festival,8,2022,15,1,0
Chandigarh,Punjab,30.771534,76.795632,2023-03-23,3:00,3,Thursday,0,highway,2,1,fog,low,39,low,poor road,fatal,1,1,0,No Festival,3,2023,23,1,1
Mumbai,Maharashtra,18.966334,72.711272,2024-02-22,2:00,2,Thursday,0,urban,1,1,fog,low,37,low,distraction,minor,1,1,0,No Festival,2,2024,22,1,0
Delhi,Delhi,28.525435,77.15074,2024-10-20,12:00,12,Sunday,1,urban,1,0,clear,high,27,medium,weather,minor,5,1,0,No Festival,10,2024,20,0,0
Kolkata,West Bengal,22.536864,88.450788,2024-12-20,0:00,0,Friday,0,urban,1,1,clear,high,32,low,poor road,minor,5,2,0,No Festival,12,2024,20,1,0
Delhi,Delhi,28.541868,77.08724,2022-12-17,14:00,14,Saturday,1,urban,1,1,rain,low,21,high,distraction,minor,3,1,0,No Festival,12,2022,17,0,0
Delhi,Delhi,28.533992,76.854335,2024-03-26,18:00,18,Tuesday,0,rural,3,1,rain,medium,22,high,poor road,major,5,3,1,No Festival,3,2024,26,0,1
Chennai,Tamil Nadu,12.813662,80.121273,2024-03-28,0:00,0,Thursday,0,highway,3,1,fog,low,23,low,drunk driving,major,1,1,0,No Festival,3,2024,28,1,1
Kolkata,West Bengal,22.592501,88.447626,2024-09-23,7:00,7,Monday,0,urban,2,0,fog,low,26,medium,overspeeding,major,1,1,0,No Festival,9,2024,23,0,1
Chennai,Tamil Nadu,12.830269,80.185378,2023-06-06,13:00,13,Tuesday,0,rural,6,1,fog,low,32,medium,overspeeding,minor,5,5,0,No Festival,6,2023,6,0,0
Delhi,Delhi,28.703447,77.293732,2025-03-22,15:00,15,Saturday,1,rural,4,0,rain,low,39,low,drunk driving,minor,3,0,0,No Festival,3,2025,22,0,0
Kolkata,West Bengal,22.439662,88.386289,2024-02-20,13:00,13,Tuesday,0,highway,3,1,rain,low,30,low,overspeeding,minor,3,0,0,No Festival,2,2024,20,0,0
Mumbai,Maharashtra,18.961366,72.950498,2024-11-23,1:00,1,Saturday,1,rural,4,1,rain,low,15,low,distraction,minor,2,2,0,No Festival,11,2024,23,1,0
Chandigarh,Punjab,30.744205,76.865539,2023-12-28,23:00,23,Thursday,0,highway,3,1,clear,high,23,medium,distraction,major,1,0,0,No Festival,12,2023,28,1,1
Chennai,Tamil Nadu,13.176686,80.167788,2024-11-30,19:00,19,Saturday,1,rural,5,1,clear,high,33,high,drunk driving,minor,2,0,1,No Festival,11,2024,30,0,0
Chandigarh,Punjab,30.605887,76.745443,2023-05-18,15:00,15,Thursday,0,highway,1,0,fog,low,21,medium,overspeeding,minor,4,3,0,No Festival,5,2023,18,0,0
Delhi,Delhi,28.47824,76.854034,2024-10-13,2:00,2,Sunday,1,highway,2,0,clear,high,25,low,drunk driving,minor,4,2,0,No Festival,10,2024,13,1,0
Bangalore,Karnataka,13.022967,77.451662,2022-08-13,17:00,17,Saturday,1,rural,5,1,fog,low,32,high,weather,major,1,1,1,No Festival,8,2022,13,0,1
Kolkata,West Bengal,22.577252,88.33137,2023-11-28,18:00,18,Tuesday,0,rural,6,1,rain,medium,32,medium,distraction,major,4,0,1,No Festival,11,2023,28,0,1
Delhi,Delhi,28.787786,77.262303,2023-05-06,7:00,7,Saturday,1,highway,1,1,fog,low,22,low,poor road,minor,1,0,0,No Festival,5,2023,6,0,0
Chennai,Tamil Nadu,12.872029,80.134123,2022-01-08,0:00,0,Saturday,1,urban,5,0,clear,high,30,low,weather,minor,1,0,0,No Festival,1,2022,8,1,0
Chennai,Tamil Nadu,13.146157,80.216694,2022-01-03,9:00,9,Monday,0,rural,2,0,rain,medium,23,high,overspeeding,fatal,1,1,1,No Festival,1,2022,3,0,1
